transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,is_foreign_transaction,hours_since_last_txn,txn_count_last_24h,distance_from_home_km,card_age_months,customer_age,account_balance_usd,is_new_merchant,used_vpn,ip_country_mismatch,billing_shipping_mismatch,cvv_retry_count,velocity_score,time_of_day_hour,day_of_week,is_ai_generated_scam_attempt,merchant_risk_score,prior_disputes,is_fraud
6292,36.97,Utilities,Visa,No Authentication,In-App,Android Phone,False,3.0,1,39.55,57,26,937.24,False,False,False,False,0,7.1,8,6,False,34.3,1,0
6293,7.46,Online Retail,Mastercard,OTP,Online,Android Phone,False,1.26,6,37.29,50,19,7309.17,False,False,False,False,1,36.3,19,6,False,38.1,0,0
6294,113.97,Travel,Visa,Biometric,Online,iPhone,False,1.08,4,8.57,42,35,1175.0,False,False,False,False,0,35.8,1,4,False,20.7,0,0
6295,107.33,Online Retail,Mastercard,3D Secure,Online,Android Phone,False,0.77,2,11.88,47,60,1470.59,False,False,False,False,0,9.9,22,4,False,56.2,0,0
6296,98.08,Healthcare,Visa,PIN,POS,Mac,False,4.08,4,2.26,43,45,996.15,False,False,False,False,0,22.3,12,3,False,14.2,0,0
6297,37.38,Restaurants,Mastercard,PIN,Online,iPhone,False,3.8,3,41.42,50,77,3764.62,False,False,False,False,0,4.5,12,3,False,22.4,0,0
6298,22.98,Online Retail,Visa,PIN,POS,Windows PC,False,37.7,1,5.24,46,38,529.13,False,False,False,False,0,0.0,7,3,False,33.5,0,0
6299,35.12,Restaurants,Mastercard,3D Secure,POS,Windows PC,False,8.61,1,40.28,41,28,916.62,False,False,False,False,0,0.4,13,3,False,26.7,0,0
6300,9.13,Streaming,Visa,PIN,In-App,ATM Machine,False,13.3,3,42.62,41,18,4155.25,True,False,False,False,0,4.2,17,4,False,37.3,0,0
6301,78.38,Online Retail,Visa,Biometric,In-App,iPhone,False,15.11,5,59.39,64,31,1415.87,False,False,False,False,0,28.9,16,6,False,40.4,0,0
6302,41.06,Online Retail,Visa,PIN,Online,Android Phone,False,1.53,4,15.4,54,63,1903.62,True,False,False,False,0,41.9,2,3,False,43.4,0,0
6303,50.61,Fuel,Visa,Biometric,Online,iPhone,False,5.39,5,1.7,46,72,1535.72,True,False,False,False,0,20.9,23,4,False,30.5,1,0
6304,8.82,Gift Cards,Mastercard,No Authentication,ATM,Windows PC,False,9.23,2,36.9,48,39,1977.52,False,False,False,False,0,0.0,18,3,False,61.5,0,0
6305,272.72,Online Retail,Mastercard,Biometric,Online,Tablet,False,12.71,2,3.03,57,65,1038.39,False,False,False,True,0,17.4,7,6,False,58.8,0,0
6306,78.47,Online Retail,Visa,No Authentication,Online,Windows PC,False,5.62,2,8.7,48,30,1156.45,False,False,False,False,0,13.4,22,0,False,46.2,0,0
6307,34.37,Electronics,Amex,3D Secure,Contactless,POS Terminal,False,10.7,3,1.86,59,69,1247.07,False,False,False,False,0,19.5,15,2,False,63.9,1,0
6308,22.25,Online Retail,Visa,3D Secure,ATM,ATM Machine,False,1.03,3,3.79,46,25,408.07,True,True,False,False,0,27.3,13,2,False,13.3,1,0
6309,10.2,Streaming,RuPay,3D Secure,Online,POS Terminal,False,15.87,3,15.92,53,73,620.77,False,True,False,False,0,0.0,17,0,False,21.0,0,0
6310,15.08,Online Retail,Visa,Biometric,ATM,Windows PC,False,4.76,8,41.71,50,59,3948.71,False,False,True,False,0,41.5,22,1,False,30.8,0,0
6311,105.01,Online Retail,Mastercard,3D Secure,Online,Android Phone,False,1.07,1,19.07,53,60,2840.24,False,False,False,False,0,23.0,0,0,False,57.1,0,0
6312,50.61,Gift Cards,Mastercard,OTP,Online,Android Phone,False,33.61,2,6.61,44,31,1363.21,False,False,False,False,0,6.2,12,0,False,82.3,0,0
6313,49.56,Online Retail,Visa,Biometric,POS,Android Phone,False,11.76,7,0.96,46,47,2190.65,False,False,False,False,0,31.9,15,1,False,26.2,1,0
6314,24.44,Utilities,Mastercard,Biometric,Online,Android Phone,False,11.33,1,21.69,48,52,595.94,False,False,False,True,0,13.3,14,5,False,53.3,1,0
6315,38.38,Online Retail,Mastercard,No Authentication,Online,Smart Watch,False,2.19,1,6.81,45,40,4131.42,False,False,False,False,0,24.9,6,5,False,35.2,1,0
6316,2.69,Streaming,Amex,PIN,ATM,Smart Watch,False,3.47,4,3.12,50,39,1625.26,False,True,False,False,0,26.4,1,1,False,25.2,0,0
6317,35.34,Electronics,Mastercard,3D Secure,Online,Mac,False,20.23,2,26.79,48,26,5748.7,True,False,False,False,0,10.9,2,0,False,43.6,0,0
6318,209.41,Fuel,Mastercard,Biometric,In-App,Mac,False,7.25,2,38.55,53,58,1236.42,False,True,True,False,0,17.5,20,6,False,51.7,0,0
6319,34.95,Groceries,Mastercard,Biometric,Contactless,Mac,False,6.43,3,10.21,43,70,2203.21,True,False,False,False,0,5.5,19,4,False,37.0,0,0
6320,4.49,Groceries,Visa,PIN,Online,POS Terminal,False,10.66,8,13.07,52,24,1089.42,True,False,False,False,0,37.7,8,3,False,26.6,0,0
6321,172.47,Online Retail,Visa,OTP,Online,Mac,False,13.77,2,9.5,48,64,1752.76,False,False,False,False,0,0.0,10,1,False,28.6,1,0
6322,8.44,Groceries,Visa,PIN,ATM,Android Phone,False,32.23,5,40.7,51,68,1971.37,True,True,False,False,0,23.9,23,4,False,39.9,0,0
6323,19.47,Online Retail,Mastercard,PIN,Online,Mac,False,1.2,6,42.46,50,22,2916.71,False,False,False,False,0,48.7,16,3,False,24.2,0,0
6324,14.2,Fuel,Amex,3D Secure,POS,Mac,False,8.29,6,16.77,48,33,547.55,False,False,True,False,0,33.4,5,5,False,37.8,0,0
6325,44.29,Restaurants,Visa,3D Secure,In-App,Smart Watch,False,1.47,3,35.62,40,37,3473.97,True,False,False,False,1,33.1,3,3,False,58.2,1,1
6326,146.07,Crypto Exchange,Mastercard,Biometric,Online,Android Phone,False,6.81,5,45.09,41,62,243.98,False,False,False,True,0,37.3,21,0,False,93.7,0,0
6327,1066.19,Travel,Visa,Biometric,Contactless,iPhone,False,0.15,3,2.38,37,47,729.84,False,False,False,False,0,39.8,0,3,False,30.1,0,0
6328,151.58,Online Retail,Mastercard,OTP,Contactless,POS Terminal,False,1.63,1,13.83,46,73,63.7,False,False,False,False,0,0.0,23,3,False,25.2,0,0
6329,14.51,Utilities,Amex,No Authentication,Contactless,Smart Watch,True,9.74,1,21.28,46,56,557.8,False,False,False,False,0,0.0,16,6,False,12.7,2,0
6330,69.68,Online Retail,Mastercard,3D Secure,POS,Mac,False,1.15,1,12.46,42,49,1750.13,True,False,False,False,0,19.1,8,1,False,39.0,1,0
6331,621.26,Travel,Amex,Biometric,POS,Android Phone,False,9.04,3,2.82,59,23,1036.17,False,False,False,False,0,32.0,11,5,False,42.5,1,0
6332,35.41,Electronics,Visa,3D Secure,Contactless,Android Phone,False,0.79,1,9.15,53,31,1171.94,False,False,False,False,1,21.4,7,0,False,51.4,0,0
6333,6.01,Streaming,Mastercard,Biometric,POS,ATM Machine,False,2.33,2,38.85,44,20,3311.09,False,False,False,False,0,15.5,11,3,False,34.9,0,0
6334,15.45,Healthcare,RuPay,PIN,Contactless,Android Phone,False,6.65,1,18.71,41,69,244.74,False,False,False,False,0,17.8,21,6,False,47.7,0,0
6335,114.03,Travel,Visa,OTP,In-App,POS Terminal,False,4.57,3,24.28,51,73,3515.54,False,False,False,False,0,26.6,17,3,False,45.9,0,0
6336,92.39,Restaurants,Amex,3D Secure,POS,Mac,False,0.08,3,7.54,46,50,6591.65,False,False,False,False,0,49.3,12,0,False,18.7,1,0
6337,5.4,Restaurants,Visa,PIN,Online,iPhone,False,21.5,1,1.02,36,32,749.81,False,False,False,True,0,16.5,21,1,False,19.3,0,0
6338,10.73,Gaming,Mastercard,OTP,Contactless,Windows PC,False,9.32,3,21.9,44,52,5077.74,True,False,False,False,0,8.9,18,3,False,42.5,0,0
6339,127.49,Travel,Mastercard,No Authentication,Online,Android Phone,False,4.11,4,12.58,50,66,1725.08,False,False,False,False,0,23.8,4,1,False,14.7,0,0
6340,41.34,Online Retail,Mastercard,No Authentication,In-App,iPhone,True,11.12,3,8.29,50,39,3353.58,True,False,True,False,0,0.0,7,1,False,34.0,1,0
6341,45.57,Utilities,Mastercard,PIN,Contactless,POS Terminal,False,15.53,5,18.72,57,19,1054.39,False,False,False,False,0,15.8,2,0,False,29.0,1,0
6342,57.35,Online Retail,Visa,PIN,Online,iPhone,False,6.9,2,8.66,57,67,6235.55,False,False,False,False,1,16.8,5,5,False,11.4,0,0
6343,21.79,Gaming,Visa,OTP,Online,ATM Machine,False,3.09,0,17.86,50,45,2374.33,False,False,False,False,0,4.1,12,4,False,54.9,1,0
6344,16.66,Streaming,Mastercard,3D Secure,In-App,Mac,False,7.68,6,10.89,55,53,2335.07,False,False,False,False,1,35.3,1,6,False,35.5,0,0
6345,13.58,Groceries,Visa,PIN,Contactless,iPhone,False,1.61,5,77.74,40,81,1469.21,True,False,False,False,0,31.4,22,5,False,3.6,0,0
6346,137.72,Crypto Exchange,Mastercard,3D Secure,Online,Windows PC,False,1.35,3,8.49,57,48,3825.5,False,False,False,False,0,14.5,8,4,False,80.6,0,0
6347,7.56,Streaming,Mastercard,No Authentication,ATM,Tablet,False,8.49,5,19.29,48,55,2858.05,False,False,False,False,0,28.3,22,4,False,33.0,0,0
6348,44.85,Gaming,RuPay,No Authentication,Online,Android Phone,False,12.69,1,9.41,52,67,772.8,False,False,False,False,0,7.2,3,5,False,64.1,0,0
6349,31.66,Restaurants,Mastercard,No Authentication,Contactless,Tablet,False,14.54,2,12.45,39,41,2757.21,True,False,False,False,0,6.6,19,0,False,32.8,0,0
6350,840.71,Travel,Mastercard,OTP,Online,POS Terminal,True,6.87,2,24.7,46,65,303.19,False,False,True,False,0,12.6,11,5,False,8.0,0,0
6351,1276.25,Electronics,RuPay,OTP,Online,Mac,False,20.91,3,9.17,45,59,1225.07,False,False,True,False,1,13.5,3,2,False,49.6,1,0
6352,14.16,Fuel,Visa,Biometric,Contactless,POS Terminal,False,2.42,0,29.15,46,77,1611.54,False,True,False,False,0,8.6,22,0,False,20.2,0,0
6353,80.28,Travel,RuPay,PIN,In-App,Mac,False,16.03,5,16.81,45,30,1259.22,False,False,False,False,0,32.2,5,2,False,40.7,2,0
6354,360.46,Electronics,Visa,3D Secure,Contactless,Windows PC,False,8.01,3,4.68,48,59,19181.79,False,False,False,False,0,9.3,23,6,False,39.8,0,0
6355,41.79,Restaurants,Mastercard,3D Secure,Contactless,iPhone,False,17.73,8,78.61,60,27,572.36,False,False,False,False,0,22.5,2,2,False,29.8,0,0
6356,52.74,Online Retail,Mastercard,No Authentication,In-App,Android Phone,False,11.14,4,17.69,51,72,3617.07,False,False,False,False,0,22.7,14,1,False,1.8,1,0
6357,83.34,Groceries,Amex,PIN,Online,POS Terminal,False,10.73,2,0.22,40,81,727.48,True,False,False,False,0,13.0,11,5,False,49.7,1,0
6358,89.99,Online Retail,Mastercard,PIN,ATM,iPhone,False,9.96,2,18.59,53,35,1002.7,False,False,False,False,0,0.0,10,4,False,45.2,1,0
6359,62.33,Healthcare,Visa,3D Secure,Online,Android Phone,False,8.05,0,6.03,46,29,3270.67,False,False,False,False,0,0.0,0,5,False,52.3,0,0
6360,22.4,Online Retail,Visa,Biometric,Contactless,iPhone,True,17.67,5,3.61,50,39,664.68,True,False,False,False,1,23.6,6,4,False,29.3,0,0
6361,14.02,Online Retail,Mastercard,Biometric,Contactless,Android Phone,True,13.09,2,15.3,42,55,6465.4,False,False,True,False,0,32.4,5,3,False,44.0,0,1
6362,156.03,Online Retail,Visa,No Authentication,Online,Android Phone,False,13.84,4,3.71,51,46,1600.92,False,False,False,False,0,24.8,15,6,False,52.3,0,0
6363,136.79,Gift Cards,Visa,Biometric,POS,Android Phone,False,5.74,4,4.98,45,29,4282.31,False,False,False,False,0,33.6,22,5,False,54.6,0,0
6364,51.05,Utilities,Visa,3D Secure,POS,ATM Machine,False,14.87,3,10.09,48,50,2159.42,False,True,True,False,0,27.9,2,2,False,23.9,0,0
6365,30.7,Online Retail,Amex,3D Secure,POS,Android Phone,True,6.06,1,61.23,39,22,1642.22,False,False,True,False,0,6.1,1,6,False,27.1,0,0
6366,22.74,Online Retail,Visa,Biometric,POS,Android Phone,True,6.3,5,56.35,39,45,4526.45,False,False,True,False,0,29.1,23,2,False,29.8,1,0
6367,25.05,Online Retail,Visa,PIN,Contactless,Windows PC,False,9.09,2,5.28,49,57,9082.03,False,False,False,False,0,6.8,7,5,False,32.9,0,0
6368,9.83,Fuel,Mastercard,PIN,POS,iPhone,False,0.09,2,12.44,59,67,372.21,False,False,False,False,0,36.8,4,3,False,25.7,0,0
6369,57.04,Groceries,RuPay,OTP,Online,iPhone,False,14.77,1,19.34,46,44,1454.81,False,False,False,False,0,0.0,10,2,True,32.2,1,0
6370,34.2,Online Retail,Amex,PIN,ATM,Smart Watch,False,1.17,3,10.17,49,65,1660.16,False,False,False,False,0,18.7,10,0,False,2.8,0,0
6371,44.6,Restaurants,Mastercard,3D Secure,Online,Windows PC,False,14.88,5,17.08,41,75,873.36,False,False,False,False,0,14.2,3,1,False,14.2,1,0
6372,39.64,Utilities,Amex,3D Secure,Online,Android Phone,False,4.85,4,4.55,56,42,2960.2,True,False,False,True,0,18.9,16,4,False,41.8,0,0
6373,6.88,Healthcare,Visa,PIN,In-App,POS Terminal,True,3.51,4,2.95,51,41,973.14,False,False,False,False,1,17.2,20,3,False,44.8,0,0
6374,18.43,Gaming,Visa,OTP,Contactless,Windows PC,False,0.89,5,17.59,49,61,4137.09,True,True,False,False,0,44.8,2,2,False,67.6,0,0
6375,87.55,Online Retail,Mastercard,3D Secure,POS,Mac,False,12.02,3,5.04,46,25,934.73,False,False,False,False,1,5.5,10,5,False,33.2,0,0
6376,211.66,Fuel,Visa,Biometric,Contactless,Windows PC,True,0.24,4,36.76,53,80,1322.92,True,False,False,False,0,53.0,0,0,False,32.6,1,0
6377,36.36,Groceries,Mastercard,OTP,ATM,POS Terminal,False,7.42,1,10.11,44,44,4105.62,False,False,False,False,1,5.5,20,2,False,45.5,0,0
6378,54.56,Groceries,Discover,Biometric,Contactless,iPhone,False,0.46,3,17.58,41,36,6314.49,False,False,False,False,0,21.1,20,2,False,23.0,1,0
6379,380.94,Electronics,Mastercard,PIN,POS,Android Phone,False,9.31,5,16.89,51,57,1670.38,True,False,False,False,0,23.0,10,2,False,33.0,0,0
6380,98.28,Restaurants,Visa,3D Secure,Contactless,POS Terminal,False,4.62,11,1.55,57,79,2380.6,True,False,False,False,0,43.5,16,6,False,23.6,0,0
6381,105.74,Electronics,Mastercard,Biometric,Contactless,Android Phone,False,4.64,2,3.42,49,74,234.78,False,False,False,False,0,23.6,14,6,False,53.2,2,0
6382,177.21,Electronics,Mastercard,Biometric,ATM,Windows PC,False,15.53,3,28.37,50,66,829.93,True,False,False,False,1,15.7,14,5,False,61.7,0,0
6383,522.14,Electronics,Mastercard,OTP,Online,Windows PC,False,1.11,1,12.01,36,52,1359.48,False,False,False,False,0,15.5,23,0,False,39.5,1,0
6384,18.06,Streaming,Mastercard,3D Secure,POS,Android Phone,False,19.31,6,37.91,52,57,3588.81,False,False,False,False,0,22.8,6,2,False,19.2,0,0
6385,178.32,Groceries,Visa,Biometric,ATM,Android Phone,False,15.93,3,14.36,47,28,825.78,False,False,False,False,0,14.5,23,6,False,19.6,0,0
6386,177.41,Electronics,Visa,PIN,Online,Tablet,False,5.8,2,1.81,54,33,3206.48,False,True,False,False,0,16.0,14,6,False,59.6,1,0
6387,22.69,Fuel,Mastercard,3D Secure,Online,iPhone,False,6.14,5,25.78,38,26,2643.37,False,False,True,False,0,25.4,22,1,False,23.9,0,0
6388,14.13,Utilities,Visa,3D Secure,POS,iPhone,False,1.12,9,14.21,46,79,241.56,False,True,False,False,0,57.3,23,3,False,50.7,0,0
6389,52.78,Gaming,Mastercard,No Authentication,POS,POS Terminal,False,4.57,5,21.08,47,79,2331.08,False,False,False,False,0,38.5,21,1,False,70.8,1,0
6390,341.37,Groceries,RuPay,No Authentication,Online,Windows PC,False,36.27,6,1.84,42,75,2216.48,True,False,False,False,0,9.5,5,4,False,52.5,0,0
6391,132.22,Groceries,Visa,Biometric,Online,Tablet,False,9.64,6,3.12,44,64,312.9,False,False,False,False,0,23.0,12,4,False,11.9,0,0
6392,71.58,Electronics,Amex,OTP,ATM,Tablet,False,1.03,3,19.71,61,32,925.19,False,False,False,False,0,23.5,19,6,False,48.3,0,0
6393,105.26,Electronics,Mastercard,3D Secure,In-App,Android Phone,False,19.27,2,17.38,51,65,3382.67,False,False,False,False,0,8.0,19,4,False,51.1,1,0
6394,10.3,Streaming,Amex,3D Secure,POS,iPhone,False,21.0,4,2.27,54,63,14434.8,False,False,False,False,0,0.0,21,6,False,48.6,0,0
6395,15.64,Online Retail,Visa,PIN,POS,Windows PC,False,6.64,6,0.46,55,33,436.16,True,False,False,False,0,35.3,7,1,False,24.4,0,0
6396,160.68,Crypto Exchange,Visa,PIN,Online,Android Phone,False,4.31,4,0.72,43,57,1586.18,True,False,False,False,1,7.5,19,2,False,61.1,0,0
6397,115.33,Gaming,Visa,Biometric,In-App,Android Phone,False,0.8,3,31.9,49,46,1449.27,False,False,False,False,0,22.6,22,2,False,60.6,0,0
6398,103.59,Groceries,RuPay,PIN,Online,Android Phone,True,11.23,7,18.08,48,49,9633.82,False,False,True,False,0,39.4,2,6,False,27.5,1,0
6399,61.19,Groceries,Visa,3D Secure,Contactless,iPhone,False,5.7,4,1.14,53,18,2040.89,True,False,False,False,0,8.7,6,1,False,40.8,0,0
6400,248.65,Travel,Visa,Biometric,Contactless,Windows PC,False,3.64,1,3.16,42,74,5490.29,False,False,False,False,0,4.5,17,1,False,33.9,1,0
6401,45.29,Restaurants,Visa,No Authentication,In-App,Mac,False,16.3,5,47.39,42,50,3130.22,True,False,False,False,0,14.7,22,4,False,24.9,0,0
6402,157.32,Online Retail,Visa,OTP,Online,Android Phone,False,1.99,6,7.21,44,48,1250.68,False,False,False,False,0,46.5,12,4,False,35.8,0,0
6403,261.09,Electronics,Visa,3D Secure,Online,iPhone,False,8.33,1,23.07,51,39,5319.55,True,False,False,False,0,11.2,20,6,False,52.7,0,0
6404,409.34,Electronics,Mastercard,OTP,In-App,ATM Machine,False,3.6,4,51.55,48,25,2804.15,False,False,False,False,0,11.2,14,4,False,35.8,0,0
6405,15.91,Crypto Exchange,Mastercard,OTP,POS,Android Phone,True,17.57,2,12.95,42,55,1410.14,False,False,False,False,0,11.9,14,5,False,43.6,0,0
6406,136.84,Online Retail,Visa,Biometric,Online,Android Phone,False,14.92,3,14.31,42,40,1483.28,False,False,False,False,0,18.7,22,1,False,6.2,2,0
6407,30.71,Groceries,Visa,3D Secure,Online,Tablet,False,14.78,6,2.34,55,52,940.48,False,False,False,False,0,26.4,3,2,False,34.4,1,0
6408,22.65,Fuel,Visa,No Authentication,Online,iPhone,False,2.83,6,16.8,45,27,6747.78,False,False,False,False,0,37.7,8,1,False,39.1,0,0
6409,25.91,Restaurants,Mastercard,No Authentication,Online,Tablet,False,5.41,3,5.09,50,71,22236.26,False,False,False,False,0,18.7,2,5,False,57.4,0,0
6410,71.3,Online Retail,Visa,PIN,Online,Tablet,False,7.01,1,18.07,40,72,1414.19,True,False,False,False,0,9.5,19,5,False,46.4,0,0
6411,11.36,Groceries,Visa,PIN,In-App,Android Phone,False,7.17,4,7.18,34,37,36409.61,False,False,False,False,2,18.0,11,0,False,50.2,0,0
6412,25.99,Gaming,Mastercard,No Authentication,Contactless,Tablet,False,6.08,2,45.56,54,41,1321.06,False,True,False,False,1,7.3,10,4,False,43.9,0,0
6413,20.09,Streaming,Mastercard,3D Secure,Online,Windows PC,False,28.63,1,23.34,56,45,3754.81,False,False,False,False,0,4.1,4,2,False,42.4,2,0
6414,20.89,Restaurants,Mastercard,PIN,In-App,iPhone,False,3.38,1,40.01,48,58,3626.15,True,False,False,False,0,5.9,10,5,False,25.5,0,0
6415,15.08,Groceries,Mastercard,OTP,Contactless,Windows PC,False,13.99,3,25.55,52,40,2237.62,True,False,False,False,0,12.9,12,6,False,27.8,0,0
6416,214.37,Healthcare,Mastercard,PIN,POS,POS Terminal,False,26.32,0,43.52,41,77,598.48,False,False,False,False,0,6.0,8,1,False,10.5,0,0
6417,170.33,Travel,Mastercard,3D Secure,Online,POS Terminal,False,28.94,6,16.9,54,36,888.62,True,False,False,False,0,23.8,12,4,False,40.7,2,0
6418,25.26,Utilities,Visa,Biometric,In-App,POS Terminal,False,21.28,6,11.8,47,48,1311.89,False,False,False,False,0,40.0,13,6,False,47.5,0,0
6419,60.53,Restaurants,Visa,OTP,In-App,Tablet,False,2.45,4,9.42,45,57,2016.14,False,False,False,False,0,20.3,9,4,False,57.1,0,0
6420,23.65,Fuel,Mastercard,3D Secure,Contactless,iPhone,False,5.83,4,37.81,44,18,9651.99,True,False,False,False,0,19.7,16,6,False,51.4,0,0
6421,37.79,Gift Cards,Visa,Biometric,Online,POS Terminal,False,5.39,3,8.15,51,26,4770.9,True,False,True,False,0,15.3,13,3,False,96.8,0,0
6422,21.05,Fuel,Visa,Biometric,POS,Windows PC,False,24.64,4,36.25,45,60,999.32,False,False,False,False,1,21.3,18,0,False,26.6,0,0
6423,9.47,Groceries,Visa,OTP,In-App,Mac,False,12.76,2,32.82,38,80,13863.17,False,False,False,False,0,10.3,11,5,False,33.1,0,0
6424,104.52,Electronics,Mastercard,OTP,POS,Android Phone,False,0.11,2,10.13,59,41,913.86,False,False,False,False,0,32.9,2,0,False,51.0,0,0
6425,28.84,Fuel,Visa,3D Secure,In-App,Windows PC,False,19.9,6,13.04,47,38,2782.53,True,True,False,False,0,34.2,13,5,False,35.8,0,0
6426,1171.43,Travel,Visa,3D Secure,Online,Windows PC,False,3.5,4,7.19,49,73,271.08,True,False,False,False,0,17.8,10,3,False,16.2,0,0
6427,26.75,Healthcare,Mastercard,No Authentication,Online,iPhone,False,9.95,4,9.01,32,25,1044.48,False,False,False,False,1,23.1,16,1,False,49.8,0,0
6428,28.05,Groceries,Visa,PIN,POS,POS Terminal,False,6.23,4,19.43,41,73,1748.07,False,False,False,False,0,40.1,18,5,False,24.9,0,0
6429,164.62,Gaming,Visa,OTP,POS,iPhone,False,1.14,3,11.34,39,68,1885.4,True,False,False,False,0,26.0,9,6,False,68.0,0,0
6430,424.41,Travel,Mastercard,3D Secure,POS,Tablet,False,46.56,3,20.97,36,71,9014.04,False,False,False,False,0,15.6,1,3,False,47.2,0,0
6431,46.65,Healthcare,Mastercard,No Authentication,ATM,Android Phone,False,0.65,3,0.92,43,24,1567.08,False,False,False,False,0,29.5,1,2,False,44.9,0,0
6432,7.55,Fuel,Visa,PIN,Online,POS Terminal,False,10.52,3,0.02,56,61,9140.2,False,False,False,False,0,10.9,7,6,False,41.4,1,0
6433,50.63,Streaming,Visa,3D Secure,In-App,iPhone,False,1.6,3,7.94,44,26,139.39,False,False,False,False,0,31.9,3,4,False,25.5,1,0
6434,5.32,Streaming,Visa,Biometric,In-App,POS Terminal,False,7.34,2,8.58,53,59,1910.72,True,False,False,False,0,14.7,19,3,False,32.4,0,0
6435,501.94,Electronics,Amex,3D Secure,Contactless,iPhone,False,3.35,2,2.53,37,53,3636.88,False,False,False,False,0,22.6,9,6,False,40.6,0,0
6436,49.86,Healthcare,Visa,No Authentication,POS,Android Phone,False,3.24,2,5.65,55,60,942.67,False,False,False,True,0,0.0,16,3,False,59.2,0,0
6437,85.92,Travel,Mastercard,Biometric,POS,Android Phone,False,50.51,6,88.54,45,34,3325.47,False,False,False,False,0,24.6,17,0,False,34.5,0,0
6438,134.17,Utilities,Visa,PIN,Online,Smart Watch,False,7.05,2,8.6,45,77,857.15,True,False,False,False,0,21.1,10,0,False,6.2,0,0
6439,5.99,Streaming,RuPay,3D Secure,Online,Android Phone,False,18.56,4,5.24,40,23,9984.21,False,False,False,False,0,30.3,23,3,False,40.2,1,0
6440,10.35,Streaming,Visa,OTP,Contactless,Android Phone,False,12.36,1,10.75,57,34,10789.54,True,True,False,False,0,5.8,1,6,False,40.3,0,0
6441,695.97,Travel,Amex,3D Secure,In-App,Android Phone,False,3.89,5,22.12,49,54,2162.62,True,False,False,False,0,37.2,10,6,False,39.3,0,0
6442,18.39,Restaurants,Mastercard,Biometric,Online,iPhone,False,3.51,0,9.93,59,60,1266.78,False,False,False,False,0,10.7,9,5,False,37.8,0,0
6443,212.74,Fuel,RuPay,Biometric,POS,Android Phone,False,7.65,4,5.47,42,59,5356.27,False,False,False,True,0,22.0,23,6,False,48.0,0,0
6444,123.23,Groceries,Visa,Biometric,Online,Android Phone,True,25.7,2,8.02,56,52,1174.59,True,False,False,False,1,16.9,6,4,False,32.8,0,0
6445,48.53,Fuel,Mastercard,3D Secure,In-App,Mac,False,29.11,3,4.67,48,46,191.8,True,False,False,False,0,7.6,18,2,False,33.8,0,0
6446,316.55,Electronics,Amex,PIN,ATM,POS Terminal,False,12.57,6,22.43,42,43,2697.39,False,False,False,False,0,20.1,5,2,False,37.4,0,0
6447,208.43,Electronics,Visa,3D Secure,Contactless,Mac,False,7.58,4,9.06,51,53,792.45,True,False,False,False,0,8.1,17,6,False,44.3,0,0
6448,81.53,Online Retail,Visa,PIN,Contactless,Android Phone,False,28.05,4,4.65,47,34,3072.02,False,False,False,False,0,23.6,23,6,False,26.8,0,0
6449,65.83,Groceries,Mastercard,PIN,Online,Windows PC,False,8.3,4,18.44,49,28,515.62,False,False,False,False,0,29.3,1,0,False,19.6,0,0
6450,11.31,Restaurants,Visa,3D Secure,POS,Android Phone,False,8.15,4,4.69,52,21,2070.54,False,False,False,False,0,29.9,6,3,False,25.5,1,0
6451,18.32,Online Retail,Visa,OTP,Online,Android Phone,False,1.61,3,68.49,57,42,855.27,True,False,False,True,0,9.0,5,5,False,47.5,0,0
6452,65.83,Fuel,Mastercard,Biometric,POS,POS Terminal,False,7.94,2,69.66,54,23,1792.2,False,False,False,False,0,6.7,5,5,False,23.4,1,0
6453,263.35,Groceries,Mastercard,3D Secure,Contactless,Tablet,False,28.05,1,26.35,46,42,11204.48,False,False,False,False,0,1.6,4,6,False,6.8,0,0
6454,44.12,Groceries,Mastercard,PIN,POS,Windows PC,False,0.82,4,50.45,53,33,1397.48,False,False,False,False,1,36.8,0,6,False,44.7,0,0
6455,23.86,Groceries,RuPay,OTP,Contactless,Android Phone,False,1.21,5,76.19,39,74,1860.39,False,False,False,False,1,35.1,15,0,False,34.5,0,0
6456,26.55,Gift Cards,Amex,Biometric,Online,Windows PC,False,10.49,3,0.82,46,58,1443.75,False,False,False,False,0,15.0,13,5,False,47.4,0,0
6457,35.01,Fuel,Visa,3D Secure,Contactless,iPhone,False,7.26,2,89.89,50,48,1660.05,False,False,False,False,0,22.1,10,3,False,15.9,1,0
6458,21.74,Streaming,Mastercard,No Authentication,In-App,POS Terminal,False,25.06,6,41.78,41,34,4852.07,True,False,False,False,1,36.8,10,0,False,40.8,0,1
6459,174.68,Groceries,Visa,OTP,POS,Android Phone,False,69.14,1,40.63,49,36,2696.47,False,True,False,False,0,7.7,0,0,False,23.8,0,0
6460,204.65,Online Retail,Mastercard,OTP,POS,Android Phone,False,1.63,5,11.18,46,23,1075.97,True,False,False,False,0,26.9,18,3,False,48.7,1,0
6461,106.16,Electronics,Visa,OTP,Online,Android Phone,False,1.75,5,2.5,40,58,1965.86,False,False,False,True,0,20.8,2,0,True,58.3,0,0
6462,40.55,Utilities,RuPay,Biometric,Contactless,Android Phone,False,1.65,7,39.75,44,36,1116.12,False,False,False,False,0,37.2,17,0,False,29.3,0,0
